UtteranceDataType,utterance,intent,agent_id,background_skill_id
GOLDEN_SET,a water,RoomServiceIntent,,
GOLDEN_SET,bring a snack,RoomServiceIntent,,
GOLDEN_SET,bring breakfast,RoomServiceIntent,,
GOLDEN_SET,bring dinner,RoomServiceIntent,,
GOLDEN_SET,bring lunch,RoomServiceIntent,,
GOLDEN_SET,bring me a snack,RoomServiceIntent,,
GOLDEN_SET,bring me breakfast,RoomServiceIntent,,
GOLDEN_SET,bring me dinner,RoomServiceIntent,,
GOLDEN_SET,bring me lunch,RoomServiceIntent,,
GOLDEN_SET,bring me some food,RoomServiceIntent,,
GOLDEN_SET,bring me some water,RoomServiceIntent,,
GOLDEN_SET,bring me supper,RoomServiceIntent,,
GOLDEN_SET,bring me water,RoomServiceIntent,,
GOLDEN_SET,bring morning meal,RoomServiceIntent,,
GOLDEN_SET,bring snack,RoomServiceIntent,,
GOLDEN_SET,bring some water,RoomServiceIntent,,
GOLDEN_SET,bring supper,RoomServiceIntent,,
GOLDEN_SET,can i get some breakfast,RoomServiceIntent,,
GOLDEN_SET,can i get some dinner,RoomServiceIntent,,
GOLDEN_SET,can i get some lunch,RoomServiceIntent,,
GOLDEN_SET,can i get water,RoomServiceIntent,,
GOLDEN_SET,can i order breakfast,RoomServiceIntent,,
GOLDEN_SET,can i order dinner,RoomServiceIntent,,
GOLDEN_SET,can i order lunch,RoomServiceIntent,,
GOLDEN_SET,for water,RoomServiceIntent,,
GOLDEN_SET,get me water,RoomServiceIntent,,
GOLDEN_SET,i am done with my tray,RoomServiceIntent,,
GOLDEN_SET,i am finished eating,RoomServiceIntent,,
GOLDEN_SET,i am hungry,RoomServiceIntent,,
GOLDEN_SET,i am ready to order dinner,RoomServiceIntent,,
GOLDEN_SET,i am ready to order lunch,RoomServiceIntent,,
GOLDEN_SET,i am so hungry,RoomServiceIntent,,
GOLDEN_SET,i need a snack,RoomServiceIntent,,
GOLDEN_SET,i need breakfast,RoomServiceIntent,,
GOLDEN_SET,i need dinner,RoomServiceIntent,,
GOLDEN_SET,i need hot water,RoomServiceIntent,,
GOLDEN_SET,i need ice water,RoomServiceIntent,,
GOLDEN_SET,i need lunch,RoomServiceIntent,,
GOLDEN_SET,i need more water,RoomServiceIntent,,
GOLDEN_SET,i need some water,RoomServiceIntent,,
GOLDEN_SET,i need water,RoomServiceIntent,,
GOLDEN_SET,i want a water,RoomServiceIntent,,
GOLDEN_SET,i want breakfast,RoomServiceIntent,,
GOLDEN_SET,i want coffee,RoomServiceIntent,,
GOLDEN_SET,i want dinner,RoomServiceIntent,,
GOLDEN_SET,i want lunch,RoomServiceIntent,,
GOLDEN_SET,i want some water,RoomServiceIntent,,
GOLDEN_SET,i want something to eat,RoomServiceIntent,,
GOLDEN_SET,i want water,RoomServiceIntent,,
GOLDEN_SET,i would like hot tea,RoomServiceIntent,,
GOLDEN_SET,i would like some hot tea,RoomServiceIntent,,
GOLDEN_SET,i would like some tea,RoomServiceIntent,,
GOLDEN_SET,i would like some water,RoomServiceIntent,,
GOLDEN_SET,i would like tea,RoomServiceIntent,,
GOLDEN_SET,i would like water,RoomServiceIntent,,
GOLDEN_SET,i'd like some water,RoomServiceIntent,,
GOLDEN_SET,i'd like to order breakfast,RoomServiceIntent,,
GOLDEN_SET,i'd like to order dinner,RoomServiceIntent,,
GOLDEN_SET,i'd like to order lunch,RoomServiceIntent,,
GOLDEN_SET,i'm hungry,RoomServiceIntent,,
GOLDEN_SET,i'm starving,RoomServiceIntent,,
GOLDEN_SET,i'm still hungry,RoomServiceIntent,,
GOLDEN_SET,i'm thirsty,RoomServiceIntent,,
GOLDEN_SET,order breakfast,RoomServiceIntent,,
GOLDEN_SET,order dinner,RoomServiceIntent,,
GOLDEN_SET,order lunch,RoomServiceIntent,,
GOLDEN_SET,i am done eating,RoomServiceIntent,,
GOLDEN_SET,a snack,RoomServiceIntent,,
GOLDEN_SET,bring afternoon meal,RoomServiceIntent,,
GOLDEN_SET,bring me snack,RoomServiceIntent,,
GOLDEN_SET,i need ice,RoomServiceIntent,,
GOLDEN_SET,i need ice chips,RoomServiceIntent,,
GOLDEN_SET,i need ice cubes,RoomServiceIntent,,
GOLDEN_SET,i need more ice chips,RoomServiceIntent,,
GOLDEN_SET,i want ice,RoomServiceIntent,,
GOLDEN_SET,i want ice chips,RoomServiceIntent,,
GOLDEN_SET,i want ice cubes,RoomServiceIntent,,
GOLDEN_SET,ice,RoomServiceIntent,,
GOLDEN_SET,ice chips,RoomServiceIntent,,
GOLDEN_SET,blanket,RoomServiceIntent,,
GOLDEN_SET,blankets,RoomServiceIntent,,
GOLDEN_SET,i need blanket,RoomServiceIntent,,
GOLDEN_SET,i need blankets,RoomServiceIntent,,
GOLDEN_SET,i want a blanket,RoomServiceIntent,,
GOLDEN_SET,bring more pillows,RoomServiceIntent,,
GOLDEN_SET,bring pillows,RoomServiceIntent,,
GOLDEN_SET,bring some pillows,RoomServiceIntent,,
GOLDEN_SET,can someone bring me more pillows,RoomServiceIntent,,
GOLDEN_SET,i need more pillows,RoomServiceIntent,,
GOLDEN_SET,more pillows,RoomServiceIntent,,
GOLDEN_SET,need pillow,RoomServiceIntent,,
GOLDEN_SET,need some pillows,RoomServiceIntent,,
GOLDEN_SET,would like more pillows,RoomServiceIntent,,
GOLDEN_SET,i need bath soap,RoomServiceIntent,,
GOLDEN_SET,i need bath tissue,RoomServiceIntent,,
GOLDEN_SET,i need more toilet paper,RoomServiceIntent,,
GOLDEN_SET,i need soap for the bath,RoomServiceIntent,,
GOLDEN_SET,i need soap for the shower,RoomServiceIntent,,
GOLDEN_SET,i need the soap for the bath,RoomServiceIntent,,
GOLDEN_SET,i need the soap for the shower,RoomServiceIntent,,
GOLDEN_SET,i need toilet paper,RoomServiceIntent,,
GOLDEN_SET,toilet paper,RoomServiceIntent,,
GOLDEN_SET,bring water,RoomServiceIntent,,
GOLDEN_SET,i need more toilet tissue,RoomServiceIntent,,
GOLDEN_SET,more water,RoomServiceIntent,,
GOLDEN_SET,water,RoomServiceIntent,,
GOLDEN_SET,i have questions about what services are offered,InfoServicesIntent,,
GOLDEN_SET,what services are available,InfoServicesIntent,,
GOLDEN_SET,i am sick,SymptonsIntent,,
GOLDEN_SET,i don't feel good,SymptonsIntent,,
GOLDEN_SET,i don't feel well,SymptonsIntent,,
GOLDEN_SET,i feel sick,SymptonsIntent,,
GOLDEN_SET,i have a headache,SymptonsIntent,,
GOLDEN_SET,i have coronavirus,SymptonsIntent,,
GOLDEN_SET,i have covid,SymptonsIntent,,
GOLDEN_SET,i think i have coronavirus,SymptonsIntent,,
GOLDEN_SET,i think i have covid,SymptonsIntent,,
GOLDEN_SET,i threw up,SymptonsIntent,,
GOLDEN_SET,i'm cold,SymptonsIntent,,
GOLDEN_SET,i'm having a headache,SymptonsIntent,,
GOLDEN_SET,i'm nauseous,SymptonsIntent,,
GOLDEN_SET,i'm tired,SymptonsIntent,,
GOLDEN_SET,nausea,SymptonsIntent,,
GOLDEN_SET,nauseous,SymptonsIntent,,
GOLDEN_SET,can i see her,TalkIntent,,
GOLDEN_SET,can i see her now,TalkIntent,,
GOLDEN_SET,can i see him,TalkIntent,,
GOLDEN_SET,can i see him now,TalkIntent,,
GOLDEN_SET,can i see my doctor,TalkIntent,,
GOLDEN_SET,can i see my doctor now,TalkIntent,,
GOLDEN_SET,can i see my nurse,TalkIntent,,
GOLDEN_SET,can i see my nurse now,TalkIntent,,
GOLDEN_SET,can i see nurse,TalkIntent,,
GOLDEN_SET,can i see nurse now,TalkIntent,,
GOLDEN_SET,can i see the doctor,TalkIntent,,
GOLDEN_SET,can i see the doctor now,TalkIntent,,
GOLDEN_SET,can i see the nurse,TalkIntent,,
GOLDEN_SET,can i see the nurse now,TalkIntent,,
GOLDEN_SET,come here,TalkIntent,,
GOLDEN_SET,come in here,TalkIntent,,
GOLDEN_SET,come in my room,TalkIntent,,
GOLDEN_SET,come in the room,TalkIntent,,
GOLDEN_SET,come into the room,TalkIntent,,
GOLDEN_SET,come see me,TalkIntent,,
GOLDEN_SET,come to my room,TalkIntent,,
GOLDEN_SET,come to room,TalkIntent,,
GOLDEN_SET,come to the room,TalkIntent,,
GOLDEN_SET,i have a question,TalkIntent,,
GOLDEN_SET,i need a nurse,TalkIntent,,
GOLDEN_SET,i need her,TalkIntent,,
GOLDEN_SET,i need him,TalkIntent,,
GOLDEN_SET,i need maintenance,TalkIntent,,
GOLDEN_SET,i need my nurse,TalkIntent,,
GOLDEN_SET,i need the nurse,TalkIntent,,
GOLDEN_SET,i need them,TalkIntent,,
GOLDEN_SET,i need to see her,TalkIntent,,
GOLDEN_SET,i need to see him,TalkIntent,,
GOLDEN_SET,i need to speak with her,TalkIntent,,
GOLDEN_SET,i need to talk to her,TalkIntent,,
GOLDEN_SET,i need to talk to him,TalkIntent,,
GOLDEN_SET,i need to talk to the nurse,TalkIntent,,
GOLDEN_SET,i want to talk to her,TalkIntent,,
GOLDEN_SET,i'd like to see her,TalkIntent,,
GOLDEN_SET,i'd like to see him,TalkIntent,,
GOLDEN_SET,i'd like to talk to her,TalkIntent,,
GOLDEN_SET,i'd like to talk to him,TalkIntent,,
GOLDEN_SET,my nurse,TalkIntent,,
GOLDEN_SET,nurse,TalkIntent,,
GOLDEN_SET,tell the nurse,TalkIntent,,
GOLDEN_SET,can i see doctor,TalkIntent,,
GOLDEN_SET,can i see doctor now,TalkIntent,,
GOLDEN_SET,i need her in my room,TalkIntent,,
GOLDEN_SET,i want to speak to my doctor,TalkIntent,,
GOLDEN_SET,i want to speak to my nurse,TalkIntent,,
GOLDEN_SET,i want to talk to my doctor,TalkIntent,,
GOLDEN_SET,i want to talk to my nurse,TalkIntent,,
GOLDEN_SET,bathroom,ToiletingIntent,,
GOLDEN_SET,bedpan,ToiletingIntent,,
GOLDEN_SET,can i go to the bathroom,ToiletingIntent,,
GOLDEN_SET,can i go to the toilet,ToiletingIntent,,
GOLDEN_SET,go to the bathroom,ToiletingIntent,,
GOLDEN_SET,have to use the bathroom,ToiletingIntent,,
GOLDEN_SET,help to the bathroom,ToiletingIntent,,
GOLDEN_SET,help to the restroom,ToiletingIntent,,
GOLDEN_SET,i am ready to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to go to the restroom,ToiletingIntent,,
GOLDEN_SET,i have to pee,ToiletingIntent,,
GOLDEN_SET,i have to use the bathroom,ToiletingIntent,,
GOLDEN_SET,i have to use the restroom,ToiletingIntent,,
GOLDEN_SET,i need a bed pan,ToiletingIntent,,
GOLDEN_SET,i need a bedpan,ToiletingIntent,,
GOLDEN_SET,i need a hand going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need help to the restroom,ToiletingIntent,,
GOLDEN_SET,i need help with bathroom,ToiletingIntent,,
GOLDEN_SET,i need the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to go to the restroom,ToiletingIntent,,
GOLDEN_SET,i need to pee,ToiletingIntent,,
GOLDEN_SET,i need to poop,ToiletingIntent,,
GOLDEN_SET,i need to urinate,ToiletingIntent,,
GOLDEN_SET,i need to use the bathroom,ToiletingIntent,,
GOLDEN_SET,i need to use the restroom,ToiletingIntent,,
GOLDEN_SET,i need to use the toilet,ToiletingIntent,,
GOLDEN_SET,i wanna go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i want to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i would like to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'd like to go to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'm going to the bathroom,ToiletingIntent,,
GOLDEN_SET,i'm going to the restroom,ToiletingIntent,,
GOLDEN_SET,please bring me a bed pan,ToiletingIntent,,
GOLDEN_SET,please bring me a bedpan,ToiletingIntent,,
GOLDEN_SET,poop,ToiletingIntent,,
GOLDEN_SET,restroom,ToiletingIntent,,
GOLDEN_SET,the bathroom,ToiletingIntent,,
GOLDEN_SET,toilet,ToiletingIntent,,
GOLDEN_SET,show me all questions,IntroductionIntent,,
GOLDEN_SET,show me all the questions,IntroductionIntent,,
GOLDEN_SET,whare are all the questions i can ask,IntroductionIntent,,
GOLDEN_SET,what is the list of questions,IntroductionIntent,,
GOLDEN_SET,what questions can i ask,IntroductionIntent,,
GOLDEN_SET,how do i get on the network,InfoWifiIntent,,
GOLDEN_SET,what is the wifi password,InfoWifiIntent,,
GOLDEN_SET,how do i get on the internet,InfoWifiIntent,,
GOLDEN_SET,how do i get on the wifi,InfoWifiIntent,,
GOLDEN_SET,is there free internet,InfoWifiIntent,,
GOLDEN_SET,is there free wifi,InfoWifiIntent,,
GOLDEN_SET,is wifi available,InfoWifiIntent,,
